"id","clickbait","site","title"
26396,1,sabah.com.tr,Meteorolojiden kar yağışı uyarısı
26397,1,sabah.com.tr,Ekrem İmamoğlu’na gençlerden rabialı protesto
26398,1,sabah.com.tr,Terör örgütünün genelevleri
26399,1,sabah.com.tr,Kuzey Kore'de bir grup geçici hükumet kurduğunu ilan etti
26400,1,sabah.com.tr,Başak Sayan oyunculuğu bıraktı o artık…
26401,1,sabah.com.tr,Roberto Soldado'dan kontrat açıklaması
26402,1,sabah.com.tr,Halka ‘Şerefsiz’ dedi Hatay ayağa kalktı
26403,1,sabah.com.tr,Türkiye'den Kudüs açıklaması: İzin vermeyeceğiz
26404,1,sabah.com.tr,Beyoğlu'nda 4 kişini hayatını kaybettiği olayla ilgili flaş gelişme
26405,1,sabah.com.tr,Görese Dağı’nda PKK’ya darbe
26406,1,sabah.com.tr,Son dakika haberi: TÜİK şubat ayı enflasyon rakamını açıkladı! Şubat ayı enflasyonu ne kadar oldu?
26407,1,sabah.com.tr,"4 Mart 10 numara çekiliş sonuçları açıklandı! MPİ Milli Piyango 10 numara sonuçları sorgula!"
26408,1,sabah.com.tr,Başkan Erdoğan'dan Bartın'da önemli açıklamalar
26409,1,sabah.com.tr,Yüz binlerce işçiyi ilgilendiriyor! Kamu çalışanına müjde! İşte gerçekleşecek fark zammı!
26410,1,sabah.com.tr,Akşam tüketirseniz vücudunuzda zehre dönüşüyor!
26411,1,sabah.com.tr,Elma ve yoğurt birlikte tüketildiğinde öyle bir faydası var ki...
26412,1,sabah.com.tr,İstanbul'un en iyi turistik yerleri sıralandı
3055,0,evrensel.net,İSİG Meclisinden Saniye Kesici ile 2018 yılı iş cinayetleri raporunu ve alınmayan güvenlik önlemlerini konuştuk.
3056,0,evrensel.net,Ankara Uluslararası Film Festivali’ni düzenleyen Dünya Kitle İletişimi Araştırma Vakfı ödüllerinin sahipleri belli oldu.
3057,0,evrensel.net,"Çocuk yaşta bir doktorun istismarına maruz kaldığı için dava açan bir LGBTİ+, Pembe Hayat ile birlikte açtığı davayı kazandı."
3058,0,evrensel.net,Sosyal-İş Sendikasına üye oldukları için işten atılan otobüs şoförleri işe iade davasını kazandı.
3059,0,evrensel.net,Uluslararası Af Örgütü üyeleri Cemal Kaşıkçı cinayetinin 100. günü dolayısıyla Suudi Arabistan Başkonsolosluğu önünde açıklama yaptı.
3060,0,evrensel.net,"İstanbul, Yalova ve Bursa'da kuvvetli yağış bekleniyor. Meteoroloji kuvvetli yağış nedeniyle yaşanabilecek olumsuz şartlara karşı uyarıda bulundu."
3061,0,evrensel.net,"Gezi direnişi sırasında Aydın Aydoğan'ı gaz fişeği ile ayağından yaralayan polislerin, 6 yıl sonra alınan kararla yargılanmasının önü açıldı."
3062,0,evrensel.net,"Bucak'ta, fabrikada kullanılmış yağların yakıldığı sobanın patlaması sonucu yaralanan işçilerden 2'si İzmir'e sevk edildi."
3063,0,evrensel.net,"İnsan Hakları Derneği İstanbul Şubesi, 10 Ocak Çalışan Gazteciler Günü dolayısıyla bir açıklama yayınladı."
3064,0,evrensel.net,HDP Kocaeli Milletvekili Ömer Faruk Gergerlioğlu Cumhurbaşkanı Yardımcısı Fuat Oktay’a işsizlik sebebiyle çalışamayan gazeteci sayısını sordu.
3065,0,evrensel.net,Tutuksuz sanık Abdulsamet Kekeç hakkında tutuklanmaya yönelik yakalama emri çıkarılmasını kararlaştırdı.
3066,0,evrensel.net,Denizli'nin Sarayköy ilçesinde belediyenin açık bıraktığı rögara düşen 82 yaşındaki Asiye Çetin ölümden döndü.
3067,0,evrensel.net,Leyla Güven’in 64’üncü günü geride bırakan açlık grevi eylemine Avrupa ve Ortadoğulu parlamenterler destek verdi.
3068,0,evrensel.net,Okmeydanı Eğitim ve Araştırma Hastanesi inşaatında çalışan ve ücretleri ödenmeyen işçiler eylem yaptı. Polis 4 işçiyi gözaltına alındı.
3069,0,evrensel.net,"Ekonomist Ali Rıza Güngen, dış borç sorunu çözülmeden ekonomik toparlanmanın söz konusu olmayacağını söyledi."
3070,0,evrensel.net,Antalya Kemer’deki kömür ocağındaki iş cinayetine ilişkin açılan davada patron beraat etti.
3071,0,evrensel.net,"SODEV’in 2018 yılı İnsan Hakları, Demokrasi, Barış ve Dayanışma Ödülü 3. Havalimanı işçilerine verildi."
3072,0,evrensel.net,"Fransa Dışişleri Bakanı Le Drian, YPG'nin öncülüğündeki SDG'yi desteklediklerini, Fransa'nın Suriye'den siyasi çözüm bulununca çekileceğini açıkladı."
3073,0,evrensel.net,Halkevleri kamu yararı statüsünün kaldırılmasına ilişkin karara itiraz etti.
3074,0,evrensel.net,"İçişleri Bakanlığı ve Ankara Valiliği, 10 Ekim Ankara Katliamı’ndan yaralı olarak kurtulan Uğur Erman Karakoç'a tazminat ödeyecek."
3075,0,evrensel.net,"Yunanistan'da işsizlik oranı, Ekim 2018'de yıllık bazda gerilese de bir önceki aya göre değişmeyerek 18,6 oldu."
3076,0,evrensel.net,"CHP Ankara Milletvekili Tekin Bingöl, Ceren Damar’ın öldürülmesiyle üniversitelerde yaşanan çöküşün bir kez daha ortaya çıktığını belirtti."
3077,0,evrensel.net,Karamürsel'de bir ortaokulda öğrencilere cinsel istismarla suçlanan öğretmenin ilk duruşması görüldü. Dava 17 Nisan'a ertelendi.
3078,0,evrensel.net,"Köln-Bonn, Düsseldorf ve Stuttgart havalimanlarında bir günlük uyarı grevi yapıldı."
3079,0,evrensel.net,"HSK, 'FETÖ' ile ilişkili olduğu iddiasıyla 17 hakim ve savcıyı meslekten ihraç etti. Karar Resmi Gazete'de yer aldı."
3080,0,evrensel.net,Daha önce beraat eden Rapçi 'Ezhel' hakkında yeni açılan davada 2 yıldan 5 yıla kadar hapsi isteniyor.
3081,0,evrensel.net,Maden Kanunu ile Bazı Kanunlarda değişiklik yapan kanun teklifinin görüşmeleri Meclis’te devam ediyor.
3082,0,evrensel.net,Mısır'da mahkeme aralarında İhvan Rehberlik Konseyi Başkanı Bedii'nin de olduğu 9 üst düzey yöneticiye beraat kararı verdi.
3083,0,evrensel.net,"CHP Milletvekili Gamze Taşcıer, MHP’nin ruh sağlığı merkezleri önerisini eleştirdi: Çıkarsınlar bir kararname, depresyona girmek yasaklansın."
3084,0,evrensel.net,"Türkiye Kadın Dernekleri Federasyonu Başkanı Canan Güllü, bir ilkokulda 17 çocuğun öğretmenleri tarafından cinsel istismara maruz kaldığını söyledi."
3085,0,evrensel.net,İzmir Foça’da Harrier isimli gemiden denize sızan akaryakıtla ilgili açılan davaya bilirkişi raporu sunuldu.
3086,0,evrensel.net,İzmir Konak’ta trans kadın Hande Şeker’i öldüren polis A. D. tutuklandı.
3087,0,evrensel.net,"Ambalajlı içme sularında yapılan analizde kurşun gibi ağır metallerin oranı, olması gerekenden fazla çıktı."
3088,0,evrensel.net,'FETÖ'nün futbol yapılanmasına ilişkin davada Emre Belözoğlu hakkında 'FETÖ' soruşturması yürütüldüğüne ilişkin yazı mahkemeye ulaştı.
3089,0,evrensel.net,KOBİ'lere destek paketini açıklayan Bakan Berat Albayrak: İmalat ve hizmetteki sektörlere azami 1 milyon ve 500 bin TL'lik paketler uygulanacak
3090,0,evrensel.net,"Basın Konseyi, 10 Ocak Çalışan Gazeteciler Günü nedeniyle açıklama yayınladı."
3091,0,evrensel.net,Metin Akpınar ve Müjdat Gezen’e destek mesajı yayımlayan Cumhuriyet Sahnesi'nin Sakarya'daki oyunu belediye tarafından engellendi.
3092,0,evrensel.net,Sinop'un Gerze ilçesi açıklarında dün batan balıkçı teknesinde kaybolan Murat Yağcı'yı arama çalışmaları sürüyor.
3093,0,evrensel.net,"Asgari ücret desteğinin 2019’da sürmesi, ev yapımı ürünlere vergi istisnası gibi gibi teklifleri içeren torba yasa TBMM Komisyonunda görüşülüyor."
26413,1,sabah.com.tr,Son Dakika haberi: 1 liralık kahyalık ücreti için cinayete kurban gittiler! Yas evinin önünde silahı ateşledi...
26414,1,sabah.com.tr,Aydın’da hayvanseverler işi abarttı
3094,0,evrensel.net,"Vietnam Savaşı hakkında halka yalan söylenildiğini kanıtlayan 'Pentagon Belgeleri'ni medyaya sızdıran Ellsberg, Olof Palme Ödülü'ne layık görüldü."
3095,0,evrensel.net,Meclis Başkanlığı görevinden istifa etmeyen AKP'nin İstanbul Adayı Binali Yıldırım: Bütün seçime girecekler bulundukları görevleri bıraksınlar.
3096,0,evrensel.net,"Maduro’nun yemin ederek yeni dönemine başladığı Venezuela’daki ekonomik ve siyasi krizi, PCMLV Yöneticisi Manuel Luis ile konuştuk."
3097,0,evrensel.net,"ABD’nin ‘Daha ağır yaptırımlar uygularız’ açıklamasına karşı İran, gelecek hafta kendi ürettikleri roketlerle uzaya 2 uydu fırlatacaklarını duyurdu."
3098,0,evrensel.net,İzmir Büyükşehir Belediyesinde KHK’li işçilerin TİS kapsamına alınmamasına karşı Genel-İş üyeleri iş bırakmaya hazırlanıyor.
3099,0,evrensel.net,"10 Ekim'in 39. ayında Ankara Garı önünde anma düzenleyen aileler, 'Barış Meydanı' taleplerine henüz bir yanıt verilmediğini söyledi."
3100,0,evrensel.net,"CHP'nin İstanbul Büyükşehir Belediye Başkan Adayı Ekrem İmamoğlu, Ankara'da Cumhurbaşkanı Erdoğan ile görüşmesinin ardından açıklama yaptı."
3101,0,evrensel.net,"İsveç Sosyal Demokrat İşçi Partisi Milletvekili Lawen Redar, Selahattin Demirtaş’ın tutukluluğunu İsveç Parlamentosu’nun gündemine taşıdı."
3102,0,evrensel.net,CHP’li Çakırözer’in Türkiye’de artan beyin göçünün nedenlerinin araştırılması için verdiği araştırma önergesi AKP’nin oylarıyla reddedildi.
3103,0,evrensel.net,"Dışişleri Bakanı Mevlüt Çavuşoğlu, Suriye gündemine dair açıklamalarda bulundu."
3104,0,evrensel.net,"Bornovalı emekçi kadınların bir yıl önce fiili olarak kurduğu Bornova Kadın Dayanışma Derneği, 13 Ocak Pazar günü resmi açılışını gerçekleştirecek."
3105,0,evrensel.net,UNESCO Dünya Kültür Mirası Listesi'ndeki Hevsel Bahçeleri’nde yaşayan hayvan türleri olumsuz etkilendi.
3106,0,evrensel.net,"CHP'nin İstanbul Büyükşehir Belediye Başkan adayı Ekrem İmamoğlu, partisi ve İYİ Parti Başkanlığı tarafından Kadıköy'de düzenlenen toplantıda konuştu."
3107,0,evrensel.net,İzmir Uzundere’de bakanlığın Adem Petrol isimli şirkete ikinci kez verdiği jeotermal kaynak arama iznini mahkeme yine bozdu.
3108,0,evrensel.net,"Perihan Mağden ve onunla söyleşi yapan Tunca Öğreten'e ""C.Başkanına hakaret""ten ceza verildi. Öğreten kararın ardından ""Elçiye zeval oldu"" dedi."
3109,0,evrensel.net,"RTÜK, 'Modern Family' dizisine, bir sahnede mangal ile ilgili geçen 'Tanrı hamburger isterse bunda pişirir' sözlerinden dolayı ceza verdi."
3110,0,evrensel.net,Habertürk yazarı Muharrem Sarıkaya: Ordu’dan İdris Naim Şahin’in var olmayan adaylık meselesi iki partide de kapanmış bulunuyor.
3111,0,evrensel.net,Ümraniye’de bir hurdalıkta henüz belirlenemeyen nedenle yangın çıktı. Alevlerin yükseldiği yangın sırasında patlamalar meydana geldi.
26415,1,sabah.com.tr,Son dakika haberi: TOKİ 50 bin konutla ilgili başvuru tarihi açıklandı! TOKİ 50 bin konut başvuru şartları nelerdir?
3113,0,evrensel.net,Manisa'da mevsimlik işçileri taşıyan traktöre bir minibüsün çarpması sonucu 14 işçi yaralandı.
3114,0,evrensel.net,İstanbul ve Bursa'da etkili olan lodos hayatı olumsuz etkiledi. Şiddetli rüzgar nedeniyle bazı evlerin çatıları uçtu.
3115,0,evrensel.net,Ankara'da EGO Genel Müdürlüğü Mamak şantiyesinde çalışan ve ücretlerini alamayan taşeron işçiler eylem yaptı.
26416,1,sabah.com.tr,Son dakika haberi: Şeyma Subaşı'dan yabancı sevgilisiyle hikaye paylaşımı! Bu kez herkese ilan etti...
3117,0,evrensel.net,"Çin Ticaret Bakanlığı, ABD’yle gerçekleştirilen ticaret müzakerelerine ilişkin açıklama yaptı: Karşılıklı endişelerin çözümü için bir zemin oluşturdu."
3118,0,evrensel.net,Sanatçının eserlerinin ve yaşamından kesitlerin yer aldığı ‘Hep Sonradan’ müzikli oyun tiyatroseverlerle buluştu.
3119,0,evrensel.net,Gök bilimciler uzayın derinliklerinden gelen tekrarlı radyo sinyalleri tespit ettiklerini bildirdi.
3120,0,evrensel.net,"Basın Konseyi, Cumhuriyet gazetesi yazarı Mine Kırıkkanat’ın şikayeti üzerine Hürriyet gazetesi yazarı Ahmet Hakan’a 'uyarı' kararı verdi."
3121,0,evrensel.net,Resmi Gazete'de yayımlanan kararnameyle Cumhurbaşkanlığı ve bazı bakanlıklar ile kamu kurum ve kuruluşlarının teşkilatlarına dair düzenleme yapıldı.
3122,0,evrensel.net,ABD Başkanı Trump ile Demokratlar arasında hükümetin günlerdir kapalı kalmasına neden olan 'Meksika duvarı' müzakereleri sonuçsuz kaldı.
3123,0,evrensel.net,Olumsuz hava koşulları nedeniyle İstanbul Deniz Otobüsleri (İDO) ve Bursa Deniz Otobüsleri (BUDO) bazı seferleri iptal etti.
3124,0,evrensel.net,Antep'te CHP ile İYİ Parti ittifakında adaylık tartışması sürüyor. CHP Eski İl Başkanı Hayri Sucu: Böyle devam ederse CHP’liler sandığa gitmeyecektir.
3125,0,evrensel.net,"Eğitim Sen Genel Örgütlenme Sekreteri İsmail Sağdıç, KESK'in bölge mitinglerini ve yürütülen çalışmayı değerlendirdi."
3126,0,evrensel.net,İşten atmaların yaşandığı Çorlu'daki Aloha Tekstil'de işçilerin mücadeleyle elde ettikleri primlerin ödenmeyeceği söyleniyor.
3127,0,evrensel.net,"Uluslararası Basın Enstitüsü (IPI), 10 Ocak Çalışan Gazeteciler Günü’nü kutladı, Türkiye’nin en fazla gazetecinin hapiste olduğuna dikkat çekti."
3128,0,evrensel.net,Hartum'un batısındaki Omdurman kentinde düzenlenen eylemlerde hayatını kaybedenlerin sayısı 3'e yükseldi.
3129,0,evrensel.net,“Çıplak Vatandaş” filmi Hakkı Özdal’ın katılımı ile Tasarım Atölyesi Kadıköy’ün salonunda gösterilecek.
3130,0,evrensel.net,Barış bildirisini imzaladıkları için yargılanan 10 akademisyene 'örgüt propagandası yapmak' suçu sabit görülerek 1 yıl 3 ay hapis cezası verildi.
3131,0,evrensel.net,Ülkede etkili olan kar yağışı nedeniyle bazı il ve ilçelerde 10 Ocak Perşembe günü eğitime ara verildi.
3132,0,evrensel.net,"ABD Dışişleri Bakanı Mike Pompeo, Irak'ı ziyareti sırasında ABD'nin Suriye'den kademeli ve düzenli olarak çekileceğini açıkladı."
3133,0,evrensel.net,"MÜSİAD'ın düzenlediği geceye katılan Cumhurbaşkanı Tayyip Erdoğan, burada yaptığı konuşmada ekonomi ile ilgili olumlu gelişmeler olduğunu öne sürdü."
26417,1,sabah.com.tr,Bu nasıl tedavi
3134,0,evrensel.net,"Yeşil Sol Parti Adana İl Örgütü, hava kirliliğinin azalması için elektrik faturalarında yarı yarıya indirim yapılmasını talep etti."
3135,0,evrensel.net,"KESK İzmir Şubeler Platformu, ihraçlara karşı yapılan oturma eylemlerinin 87. haftasında basın açıklaması düzenledi."
3136,0,evrensel.net,"Galatasaray, 22 yaşındaki Brezilyalı stoper Marcao'nun kulübüyle yapılan görüşmelerde anlaşmaya varıldığını KAP'a bildirdi."
3137,0,evrensel.net,Demiryol-İş Sendikası yaptığı açıklama ile iktidar ve muhalefetin İZBAN işçisine karşı birleştiğini dile getirdi.
3138,0,evrensel.net,Eskişehir Alpu’daki termik santrale karşı açılan dava kapsamında yapılan bilirkişi keşfi de ‘Çevresel Etki Değerlendirme Raporu yetersiz’ dedi. 
26418,1,sabah.com.tr,Taylandlı iş adamı kızına eş bulmak için yarışma düzenleyecek
3140,0,evrensel.net,Gazete Fersude Yayın Kurulu Uyesi Ercan Ayrancı'ya 5 ay hapis cezası verildi.
3141,0,evrensel.net,Ankara'da ilkokulda 8 yaşındaki epilepsi hastası otizmli öğrenciye şiddet uyguladığı iddia edilen öğretmen açığa alındı.
3142,0,evrensel.net,TİS taslağında istenen zamla ücretlerinin asgari ücrete denk geldiğini belirten işçiler durumu protesto etti. İşçilerden 5’inin işine son verildi.
3143,0,evrensel.net,Bakan Kurum: Ücrete tabi tutulan poşetlerin çift kat kalınlığı için 40 mikron ve üzerinde olma zorunluluğunu getirdik
26419,1,sabah.com.tr,Sahte Cumhuriyet…
26420,1,sabah.com.tr,Adana'da tefeci operasyonu
26421,1,sabah.com.tr,Ankaragücü-Bursaspor maçının saati değişti
26422,1,sabah.com.tr,Hangi gıda hangi hastalığa iyi geliyor
26423,1,sabah.com.tr,Alman kaleci Fransız kaldı!
26424,1,sabah.com.tr,Bakırköy adliyesi önünde silahlı saldırı
26425,1,sabah.com.tr,Sağlıksız bir karaciğere sahip olduğunuzun 5 belirtisi
26426,1,sabah.com.tr,Bu besin C vitamini deposu! Kabuğundan suyuna her parçası faydalı...
26427,1,sabah.com.tr,"Çaldığı paraları doldurduğu pantolonu düştü, paralar kaldırıma saçıldı"
26428,1,sabah.com.tr,"8 Mart 2019 Ankara cuma namazı vakti! Diyanet ile Ankara Cuma namazı saat kaçta kılınacak?"
26429,1,sabah.com.tr,Sultangazi'de bıçaklı gaspı şaka sandılar
26430,1,sabah.com.tr,Korumaya alınan mezarlıkta tutanakla geçici defin
26431,1,sabah.com.tr,"20 bin tişörtle anılacaklar"
26432,1,sabah.com.tr,Ümraniye'de yangın!
26433,1,sabah.com.tr,Beşiktaş'tan flaş transfer hamlesi! Loris Karius'un yerine...
26434,1,sabah.com.tr,FIFA'dan Chelsea'ye ret
26435,1,sabah.com.tr,Konya'da korkunç olay! Yatak hazırlayıp çay ikram etmiş...
26436,1,sabah.com.tr,"15 yaşındaki çocuğun silah merakı ölümle sonuçlandı"
26437,1,sabah.com.tr,Emre Belözoğlu susturdu!
26438,1,sabah.com.tr,Son dakika! Beşiktaş'ta Mirin şoku!
26439,1,sabah.com.tr,YKS başvurularında dün son gündü! YKS geç kayıtlar ne zaman sona eriyor? YKS para yatırıma işlemi için son gün ne zaman?
26440,1,sabah.com.tr,İstanbul’da bir garip olay! 2 yumurta için kocasını cinayete teşebbüsle şuçladı
26441,1,sabah.com.tr,Küçük kızın Erdoğan sevgisi! Başkan Erdoğan kayıtsız kalmadı
26442,1,sabah.com.tr,İspanya'da 'VAR' skandalı!
26443,1,sabah.com.tr,İstanbul’da zarf için tünel kapatan sürücü kamerada
26444,1,sabah.com.tr,Kimlerin arasında şifrelerini sadece ikisinin bildiği bir gizli haberleşme sistemi vardır?
26445,1,sabah.com.tr,Beşiktaş hocasını arıyor
26446,1,sabah.com.tr,Üvey annesini öldüren sanığa ağırlaştırılmış müebbet
26447,1,sabah.com.tr,Muhammet Fatih Safitürk'ün şehit edilmesine ilişkin davada yeni gelişme
26448,1,sabah.com.tr,Çiğ fındığın faydaları nelerdir?
3174,0,evrensel.net,"2 işçinin öldüğü, 9 kişinin yaralandığı çökmeyle ilgili tutuksuz yargılanan 5 şüpheli hakkında hazırlanan iddianame kabul edildi."
26449,1,sabah.com.tr,"12 milyon genç için istihdam hamlesi"
3176,0,evrensel.net,"Mersin’de ihraç edilen 96 kamu emekçisi, savcılığın ‘kovuşturmaya yer olmadığı’ kararı vermesi üzerine yeniden işlerine dönmeyi bekliyor."
26450,1,sabah.com.tr,Malatya'da iş yerine bir günde iki silahlı saldırı
26451,1,sabah.com.tr,Vatandaşlar uyandıramayınca sağlık ekiplerine haber verdi
26452,1,sabah.com.tr,'Kale' operasyonu şüphelileri adliyede
26453,1,sabah.com.tr,"Ankara'dan Kırşehir'e gelip annesini öldürdü, cesedini Kırıkkale'ye gömdü"
26454,1,sabah.com.tr,Bakan Koca açıkladı! Yeni sağlık vadisi geliyor
26455,1,sabah.com.tr,Havalimanında bebeğini unutan kadın yolcu uçağını geri döndürdü
26456,1,sabah.com.tr,Bakan Varank müjdeyi verdi! Türkiye'de bir ilk olacak...
26457,1,sabah.com.tr,Demir eksikliğinin belirtileri nelerdir? Demir eksikliğine iyi geldiği kanıtlanan süper besinler...
26458,1,sabah.com.tr,Dirar milli takımda Neustadter’e şok
26459,1,sabah.com.tr,Galatasaray'ın borcu açıklandı
26460,1,sabah.com.tr,İstanbullulara büyük müjde! Dev proje yarın açılıyor
26461,1,sabah.com.tr,Balkondan çamaşırları toplamayınca öldüğü belirlendi
26462,1,sabah.com.tr,Meteoroloji'den son dakika kar yağışı ve hava durumu raporu! Bugün hava nasıl olacak? 15 Mart
26463,1,sabah.com.tr,"Ağabeyini bıçakladı, yatıp uyudu"
26464,1,sabah.com.tr,AÖF sınavları ne zaman? 2019 Bahar Dönemi AÖF sınav tarihleri
26465,1,sabah.com.tr,Almanya'nın aday kadrosu açıklandı
26466,1,sabah.com.tr,O hâkim bir kez daha sahnede
26467,1,sabah.com.tr,Başkan Erdoğan'dan Halepçe mesajı
26468,1,sabah.com.tr,Son dakika: İstanbul'da dehşet verici olay! Parkta dövüp dereye attılar...
26469,1,sabah.com.tr,Ali Koç'tan tarihi proje!
26470,1,sabah.com.tr,Sayısal Loto çekiliş sonuçları açıklandı! Milli Piyango Sayısal Loto 16 Mart bilet sorgulama
26471,1,sabah.com.tr,Prandelli ve Pandev Juventus'a bir ilki yaşattı!
3177,0,evrensel.net,"AKP, yerel seçimler için Trabzon'da belirlediği başkan adaylarını açıkladı. Erdoğan burada yaptığı konuşmada CHP'yi ve Kılıçdaroğlu'yu hedef aldı."
3178,0,evrensel.net,"Finlandiya’da lise öğrencileri, politikacıların iklim konusundaki duyarsızlıklarını protesto etmek için okula gitmedi, gösteri düzenledi."
3179,0,evrensel.net,"Evrensel Muhabiri Metin Göktepe, öldürülmesinin 23. yıl dönümünde 10 Ocak Çalışan Gazeteciler Günü'nde düzenlenen panelle anıldı."
3180,0,evrensel.net,"UEFA, 2 milyona yakın futbol izleyicisinin oylarıyla belirlenen ve Avrupa'da oynayan futbolcular arasından seçilen 2018'in en iyi 11'ini açıkladı."
3181,0,evrensel.net,"Ataköy 5. Kısım Ömer Duruk Cami'sinin tentesinin çökmesi sonucu 3 kişinin öldüğü olayla ilgili soruşturma tamamlandı, 4 imam hakkında hapis istendi."
3182,0,evrensel.net,"Diyarbakır Emek ve Demokrasi Platformu, Leyla Güven'in ağırlaşan sağlık durumuna dikkat çekerek sorumluların adım atması gerektiğini vurguladı."
3183,0,evrensel.net,"Ticaret Bakanı Ruhsar Pekcan, 2019’da ihracatçılara 3 milyar 104 milyon liralık destek sağlanacağını açıkladı."
3184,0,evrensel.net,Insys Therapeutics’in eski CEO’su Michael L. Babich bağımlılık yapan ilacı reçetelendirmeleri için doktorlara rüşvet verdiğini kabul etti.
3185,0,evrensel.net,Finlandiya’da ölen bir IŞİD’linin kafasını keserek poz verdiği görüntüleri sosyal medyada yayınlayan bir asker 1 yıl 6 ay hapis cezası aldı.
3186,0,evrensel.net,Aydın Söke’de sendikaya üye oldukları için işten atılan Sibaş işçileri fabrika önündeki direnişini 15 gündür sürdürüyor.
3187,0,evrensel.net,Almanya geçen yıl demokrasi ve insan hakları konusunda eleştirilerin hedefinde olan Türkiye ve Suudi Arabistan’a silah satışını önemli oranda artırdı.
3188,0,evrensel.net,"İzmir Barosu, Cumhurbaşkanı Erdoğan’ın İZBAN grevini yasaklamasına tepki gösterdi."
3189,0,evrensel.net,"Diyarbakır'ın Çınar ilçesinde intihar ettiği iddia edilen Gül Karataş'ın otopsi raporu çıktı. Avukatlar, kesin ölüm nedeninin araştırılmasını istedi."
3190,0,evrensel.net,Anadolu Üniversitesi’nin Açıköğretim Fakültesi Sosyal Psikoloji 1 ders kitabında cinsiyetçi ifadeler ve önermelerin yer aldığı ortaya çıktı.
3191,0,evrensel.net,"SES İstanbul Şubeleri, 3600 ek gösterge hakkı için Okmeydanı Ağız ve Diş Hastalıkları Hastanesi önünde açıklama yaptı."
3192,0,evrensel.net,Levent Üzümcü'nün açıklamalarıyla başlayan Oyuncular Sendikası’na dair tartışmalara Şebnem Sönmez de katıldı: Sendika yolundan ayrılmış değil.
3193,0,evrensel.net,Kağıthane'de istinat duvarı çöktü. Bina boşaltıldı.
3194,0,evrensel.net,"Ticaret Bakanı Ruhsar Pekcan, ihracatçılara 3 milyar 104 milyon liralık destek sağlanacağını açıkladı."
3195,0,evrensel.net,"24 yaşındaki Porto Rikolu eşcinsel rap şarkıcısı Kevin Fret, başkent San Juan'daki silahlı saldırı sonucu öldürüldü. Polis, saldırganı arıyor."
3196,0,evrensel.net,Ergene Nehri'nin taşması sonucu Pehlivanköy ilçesinde iki köy yolu ulaşıma kapandı.
3197,0,evrensel.net,CHP Genel Başkan Yardımcısı Aykut Erdoğdu: Cari işlem açığındaki daralma durgunluk ve kriz ortamının sonucu.
3198,0,evrensel.net,"Oyuncular Sendikası, sinema yasa teklifinin sansür getirebileceğini ve çok sesliliği ortadan kaldıracağını savunarak geri çekilmesini istedi. "
3199,0,evrensel.net,ABD'nin Suriye'den çekilme kararını değerlendiren Zaharova Şam yönetimi ile Kürtler arasında diyalog kurulmasının özel önem taşıdığını söyledi.
3200,0,evrensel.net,"Tüm Bel-Sen ve Makine Mühendisleri Odasının Kocaeli Şubeleri, Öykü Arin için kök hücre bağışı çağrısı yaptı."
3201,0,evrensel.net,"Türk Eczacıları Birliği ve Tüm Eczacı İşverenleri Sendikası piyasada ilaç yokluğuna dikkat çekti, vatandaşların mağduriyetine dikkat çekti."
3202,0,evrensel.net,KKTC Meclisi’ne sunulan tasarı kabul edilirse ‘savaş halinde’ de vicdani ret hakkı uygulanacak.
3203,0,evrensel.net,CHP'li Gürer'den Erdoğan'a tepki: Bu Meclis'te kanun geçirip deniz kenarlarındaki orman alanlarının imara açılmasının yolunu kim açtı?
3204,0,evrensel.net,"CHP'li Utku Çakırözer, basın kuruluşlarını ayakta tutan resmi ilanlara ilişkin 'vergi borcu yoktur' şartının ertelenmemesini eleştirdi."
3205,0,evrensel.net,"Başörtülü kadınlara hakaret ettiği iddia edilen Çakır, adliye çıkışı açıklama yaptı: Bahsi geçen hiçbir şeyi yapmadım. Suçlamalar benim duruşuma ters"
3206,0,evrensel.net,Aydın’ın en büyük hastanesinin yanı başına JES kuran şirket proje tanıtım dosyasında zeytinlik alanları adeta gizlemiş.
3207,0,evrensel.net,KESK basın toplantısı düzenleyerek 31 Mart yerel seçimlerine ilişkin tutumunu açıkladı.
3208,0,evrensel.net,"7 yıldır devam eden ve savcının mütalaa açıklaması beklenen ‘KCK Basın Davası’ 9 Mayıs’a ertelendi."
3209,0,evrensel.net,"İçişleri Bakanlığının valiliklere gönderdiği ""Seçim tedbirleri"" başlıklı genelgede ""Seçim Koordinasyon Komisyonu"" oluşturulduğu belirtildi."
3210,0,evrensel.net,CIPOML emperyalizm destekli Venezuela karşıtı kampanyaya tepki gösterdi: Emperyalist saldırıya karşı Venezuela halkını ve işçilerini destekliyoruz.
3211,0,evrensel.net,Batman'da Ilısu Barajı nedeniyle sular altında bırakılmak istenen 12 bin yıllık tarihe sahip Hasankeyf'te kale duvarları betonla kaplanıyor. 
3212,0,evrensel.net,"İstanbul'da Topkapı PTT kargoda işçiler, ağır iş yükü dayatmasına tepki göstererek iş bıraktı."
3213,0,evrensel.net,"Adıyaman Besni’de buzlanan yolda kontrolden çıkan öğrenci servisi devrildi, 7 öğrenci ve şoför yaralandı."
3214,0,evrensel.net,İzmir Büyükşehir Belediyesi önünde yetki itirazını protesto eden Genel-İş üyelerine polis saldırdı. Saldırı sonrası Genel-İş il genelinde iş bıraktı.
